text,text_bert,sentiment,label,pred_label
Natural gas futures tumble 5% and are poised to close at a nearly 4-year low,Natural gas futures tumble 5% and are poised to close at a nearly 4-year low,negative,0,negative
Natural Gas Price Fundamental Daily Forecast – Early Weakness as Forecasts Indicate Return to Seasonal Temperatures,Natural Gas Price Fundamental Daily Forecast Early Weakness as Forecasts Indicate Return to Seasonal Temperatures,negative,0,positive
Natural Gas Price Prediction – Prices Tumble on Warm Weather Forecast,Natural Gas Price Prediction Prices Tumble on Warm Weather Forecast,negative,0,negative
Natural gas production in the U.S. is expected to drop by the fastest pace ever next year https://t.co/2n0o5cGvOf,Natural gas production in the U.S. is expected to drop by the fastest pace ever next year,negative,0,negative
Oil Bankruptcies Are Reaching Worrying Levels,Oil Bankruptcies Are Reaching Worrying Levels,negative,0,negative
Oil Begins To Move Lower – Will Our Predictions Come True?,Oil Begins To Move Lower Will Our Predictions Come True?,negative,0,negative
Oil Dips as China Concern On Impeachment Adds Another Twist To Trade Deal,Oil Dips as China Concern On Impeachment Adds Another Twist To Trade Deal,negative,0,negative
Oil ends at its lowest level in more than a year as U.S. prices sink below $50 https://t.co/RcsR6VD6eg,Oil ends at its lowest level in more than a year as U.S. prices sink below $50,negative,0,negative
Oil futures finish lower after posting 2 consecutive weekly gains,Oil futures finish lower after posting 2 consecutive weekly gains,negative,0,negative
Oil majors cut 2020 spending by 22% after prices slump #CNOOC #Stock #MarketScreener https://t.co/clKmFZv2hP https://t.co/JHMTUiqx0U,Oil majors cut 2020 spending by 22% after prices slump CNOOC Stock MarketScreener,negative,0,negative
Oil prices fall but hold near three-month high on trade deal agreement,Oil prices fall but hold near three-month high on trade deal agreement,negative,0,negative
"Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supply… https://t.co/2RHm8CWP5G","Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supply",negative,0,negative
Oil resumes decline as investors monitor back-and-forth trade talks https://t.co/r4osnZxz0s,Oil resumes decline as investors monitor back-and-forth trade talks,negative,0,negative
Oil slides as Russia reportedly may not seek deeper cuts at OPEC meeting,Oil slides as Russia reportedly may not seek deeper cuts at OPEC meeting,negative,0,negative
Oil slips as concerns over U.S.-China trade talks drag on,Oil slips as concerns over U.S.-China trade talks drag on,negative,0,negative
Oil slips but holds near 2-month high as looming OPEC meeting expected to yield deeper cuts https://t.co/aYzVtRXGu2,Oil slips but holds near 2-month high as looming OPEC meeting expected to yield deeper cuts,negative,0,negative
Oil trades at 3-month low https://t.co/6F8tuUZLyb,Oil trades at 3-month low,negative,0,negative
Oil tumbles as U.S. gasoline supplies rise by most since January https://t.co/t07uydxG2K via @business https://t.co/FpfskYKqZM,Oil tumbles as U.S. gasoline supplies rise by most since January via,negative,0,negative
"Oil, copper remain well below peaks hit in mid-April, a sign investors remain skeptical about demand without an ove… https://t.co/eo4QwjdSqy","Oil, copper remain well below peaks hit in mid-April, a sign investors remain skeptical about demand without an ove",negative,0,negative
"OPEC and Russia have postponed a meeting to discuss #oil output cuts until April 9, sparking a price drop in overni… https://t.co/Akkcwcdv1d","OPEC and Russia have postponed a meeting to discuss oil output cuts until April 9, sparking a price drop in overni",negative,0,negative
OPEC+ deal is much weaker than it looks,OPEC+ deal is much weaker than it looks,negative,0,neutral
Rising Short Interest Has Primed The Pumps For A Reversal In Energy ETFs. https://t.co/a1vhrYjPvB #business #investing #markets,Rising Short Interest Has Primed The Pumps For A Reversal In Energy ETFs. business investing markets,negative,0,negative
Shale gas producers have a lot of problems. Count hog manure and chicken guts among them. https://t.co/tAbbumYJj5,Shale gas producers have a lot of problems. Count hog manure and chicken guts among them.,negative,0,negative
Shale's Debt-Fueled Drilling Boom Is Coming To An End https://t.co/aCnoTpFlvt,Shale s Debt-Fueled Drilling Boom Is Coming To An End,negative,0,neutral
Stock Market Update: Energy sector down nearly 3% this week,Stock Market Update Energy sector down nearly 3% this week,negative,0,positive
Stock Market Update: WTI crude falls 3% amid concerns about oversupply,Stock Market Update WTI crude falls 3% amid concerns about oversupply,negative,0,negative
Stock Market Update: WTI crude falls back below $50 per barrel,Stock Market Update WTI crude falls back below $50 per barrel,negative,0,negative
Stock Market Update: WTI crude gives back 1% amid nervous-sounding trade headline,Stock Market Update WTI crude gives back 1% amid nervous-sounding trade headline,negative,0,negative
Stocks Are Going Nowhere as Hope for a China Trade Deal Wavers - Barron's,Stocks Are Going Nowhere as Hope for a China Trade Deal Wavers - Barron s,negative,0,negative
The coronavirus is hitting renewable energy supply chains and could hurt global energy transition https://t.co/p7MP5rTZwA,The coronavirus is hitting renewable energy supply chains and could hurt global energy transition,negative,0,negative
The global oil market is drowning in excess crude as demand plummets. Insights via @CMEGroup https://t.co/JklSJKFfRS,The global oil market is drowning in excess crude as demand plummets. Insights via,negative,0,negative
Trade Alert - Crude Oil Downside. Read more: https://t.co/oq1RDoKKvI #investing #stockmarket #trading,Trade Alert - Crude Oil Downside. Read more investing stockmarket trading,negative,0,negative
U.S. oil futures mark lowest finish so far this month,U.S. oil futures mark lowest finish so far this month,negative,0,negative
"US oil prices tumbled 9% to $23.63 a barrel, reflecting nervousness ahead of this week's pivotal OPEC meeting https://t.co/WDUQEdhHtK","US oil prices tumbled 9% to $23.63 a barrel, reflecting nervousness ahead of this week s pivotal OPEC meeting",negative,0,negative
Why These Top Oil Stocks All Tumbled More Than 10% in January,Why These Top Oil Stocks All Tumbled More Than 10% in January,negative,0,negative
Gas prices could soon drop to 99 cents a gallon in parts of the Midwest https://t.co/6WHMnyNGn6,Gas prices could soon drop to 99 cents a gallon in parts of the Midwest,negative,0,negative
"Oil is down, gold is up. Rates are flashing warnings. But someone forgot to tell stocks https://t.co/7ymiUQWP3f","Oil is down, gold is up. Rates are flashing warnings. But someone forgot to tell stocks",negative,0,negative
$1 gasoline is back -- and it's a terrible sign for the economy https://t.co/4WRKl5WZ4N,$1 gasoline is back -- and it s a terrible sign for the economy,negative,0,negative
$1 gasoline is back -- and it's a terrible sign for the economy https://t.co/5vCkppVHOV,$1 gasoline is back -- and it s a terrible sign for the economy,negative,0,negative
$ENB $CVE $IMO - Top Canadian oil producers foresee further cuts https://t.co/HuHcdWnFGd,ENB_TICKER CVE_TICKER IMO_TICKER - Top Canadian oil producers foresee further cuts,negative,0,negative
$TLT $TBT $USO - Interest rates and oil carve out new lows as stocks slip https://t.co/8qemzQl6Ze,TLT_TICKER TBT_TICKER USO_TICKER - Interest rates and oil carve out new lows as stocks slip,negative,0,negative
$UNG $CHK $RRC - Natural gas hits the skids on warm winter weather outlook https://t.co/WZRJoML1jT,UNG_TICKER CHK_TICKER RRC_TICKER - Natural gas hits the skids on warm winter weather outlook,negative,0,negative
$USO $OIL $UCO - Crude inventories build sharply https://t.co/Ze5rjTzPYv,USO_TICKER OIL_TICKER UCO_TICKER - Crude inventories build sharply,negative,0,negative
$USO $OIL $UCO - Crude inventory unexpectedly rise https://t.co/IbTo1Js76I,USO_TICKER OIL_TICKER UCO_TICKER - Crude inventory unexpectedly rise,negative,0,negative
"$USO $OIL $UWT - U.S. crude supply rose 6M barrels last week, API says https://t.co/0Qf1RRQIfp","USO_TICKER OIL_TICKER UWT_TICKER - U.S. crude supply rose 6M barrels last week, API says",negative,0,negative
$USO US Energy Information Administration.. projects US cuts of 2million BPD of crude oil,USO_TICKER US Energy Information Administration.. projects US cuts of 2million BPD of crude oil,negative,0,negative
"$XB1:COM $UGA $PSX - U.S. gasoline futures in freefall, close at all-time lows https://t.co/TAPZU4L0L6","XB_TICKER1 COM UGA_TICKER PSX_TICKER - U.S. gasoline futures in freefall, close at all-time lows",negative,0,negative
$XLE $USO $BNO - Energy extends YTD loss to 15% as oil prices plunge https://t.co/m4VzJmxNUh,XLE_TICKER USO_TICKER BNO_TICKER - Energy extends YTD loss to 15% as oil prices plunge,negative,0,negative
Abrupt Reversal Of Shale Oil's Fortunes Points To A Radical Reset Of Oil Prices. https://t.co/d0VIc2DVca #finance #markets #trading,Abrupt Reversal Of Shale Oil s Fortunes Points To A Radical Reset Of Oil Prices. finance markets trading,negative,0,negative
"Almost 40% of oil and natural gas producers face insolvency within the year if the oil rout persists, a new Federal… https://t.co/8LK2acX5mE","Almost 40% of oil and natural gas producers face insolvency within the year if the oil rout persists, a new Federal",negative,0,negative
Canadian oil shipments are getting snarled once again https://t.co/guijP0gyAR,Canadian oil shipments are getting snarled once again,negative,0,negative
Commodities including crude oil and copper fell on concerns that the coronavirus would pare Chinese demand for raw… https://t.co/YiE5FCEdPo,Commodities including crude oil and copper fell on concerns that the coronavirus would pare Chinese demand for raw,negative,0,negative
Concern about the spread of the coronavirus has energy stocks falling along with the broader market. @TonyTheStreet… https://t.co/qMg13i1f9F,Concern about the spread of the coronavirus has energy stocks falling along with the broader market.,negative,0,negative
"Cramer sees oil stocks in the 'death knell phase,' says they are the new tobacco https://t.co/6hY7CYl6ob","Cramer sees oil stocks in the death knell phase, says they are the new tobacco",negative,0,negative
Energy Down Sharply As Depressed Oil Prices Seen Squeezing Shale Producers -- Energy Roundup #economy… https://t.co/X2vlmii7rL,Energy Down Sharply As Depressed Oil Prices Seen Squeezing Shale Producers -- Energy Roundup economy,negative,0,negative
Exxon Baton Rouge refinery fire threatens oil demand https://t.co/BwrixR2J8d,Exxon Baton Rouge refinery fire threatens oil demand,negative,0,negative
Falling Oil Prices An Economic Warning Sign | Zero Hedge https://t.co/M57og3233p,Falling Oil Prices An Economic Warning Sign Zero Hedge,negative,0,negative
"For the global oil market, the coronavirus epidemic couldn't have hit a worse place https://t.co/qorAXCKzcT","For the global oil market, the coronavirus epidemic couldn t have hit a worse place",negative,0,negative
Gasoline futures tumbled 17% to touch 50 cents a gallon for the first time since 2001 https://t.co/VesDJKIBVZ,Gasoline futures tumbled 17% to touch 50 cents a gallon for the first time since 2001,negative,0,negative
"'Hurricane-force headwinds' pull oil lower, but the losses aren't built to last https://t.co/MijP5GEzWU","Hurricane-force headwinds pull oil lower, but the losses aren t built to last",negative,0,negative
Jet fuel demand takes a hit as coronavirus leads to travel restrictions https://t.co/F56Q9FWr8E,Jet fuel demand takes a hit as coronavirus leads to travel restrictions,negative,0,negative
JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past three weeks owing to decreased demand and… https://t.co/mU3jLoEi1M,JUST RELEASED Oil Price Dynamics Report Oil prices fell over the past three weeks owing to decreased demand and,negative,0,negative
JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past week owing to increased supply.… https://t.co/jmRAgMxruU,JUST RELEASED Oil Price Dynamics Report Oil prices fell over the past week owing to increased supply.,negative,0,negative
"Lower oil prices typically boost global growth, but the recent decline to an 18-year low will likely provide less s… https://t.co/flxCWZiS0Z","Lower oil prices typically boost global growth, but the recent decline to an 18-year low will likely provide less s",negative,0,negative
Midstream Prices Crash: Maybe We Have Seen This Before. https://t.co/mEWYuQVc20 #business #finance #markets,Midstream Prices Crash Maybe We Have Seen This Before. business finance markets,negative,0,neutral
Natural Gas Continues To Dig A Deeper Bottom. https://t.co/QaKv8khDJG #stocks #investing #trading,Natural Gas Continues To Dig A Deeper Bottom. stocks investing trading,negative,0,negative
"Oil - If Demand Drops, Exports Drop. https://t.co/avCGaJKAGP #markets #stockmarket #investing","Oil - If Demand Drops, Exports Drop. markets stockmarket investing",negative,0,negative
"Oil Algos Confused After Huge Crude Build, Record Production, & OPEC Demand Cut | #FreeZeroHedge https://t.co/xuuXUgkjju","Oil Algos Confused After Huge Crude Build, Record Production, OPEC Demand Cut FreeZeroHedge",negative,0,negative
Oil drops after U.S. inventory data https://t.co/IDCJ372Mjb https://t.co/hSyzKTVifN,Oil drops after U.S. inventory data,negative,0,negative
"Oil falls more than 4%, sliding into bear market territory as coronavirus sparks demand fears https://t.co/E3lDUFByFi","Oil falls more than 4%, sliding into bear market territory as coronavirus sparks demand fears",negative,0,negative
"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener https://t.co/7JxMiwy1B2 https://t.co/NdB4wBml82","Oil Slips After OPEC, EIA Reports Forecast Robust Supply WTI Stock MarketScreener",negative,0,negative
"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener https://t.co/nGNnPy5ook https://t.co/QMqwCWn5Tm","Oil Slips After OPEC, EIA Reports Forecast Robust Supply WTI Stock MarketScreener",negative,0,negative
OPEC slashed forecasts for global oil demand as the coronavirus hits fuel use in China https://t.co/j0mzuBmQbk,OPEC slashed forecasts for global oil demand as the coronavirus hits fuel use in China,negative,0,negative
Sales of Latin American oil cargoes to China have ground to a halt this week https://t.co/fTXzryY9Wf,Sales of Latin American oil cargoes to China have ground to a halt this week,negative,0,negative
Some expect natural gas prices to fall to levels not seen in three years https://t.co/2zAY6thZiD,Some expect natural gas prices to fall to levels not seen in three years,negative,0,negative
"Stranded tankers, full storage tanks: coronavirus leads to crude glut in China #economy #MarketScreener… https://t.co/2VuXEsk7vM","Stranded tankers, full storage tanks coronavirus leads to crude glut in China economy MarketScreener",negative,0,negative
"The coronavirus is a 'black swan' for oil and energy markets, says Ned Davis Research https://t.co/pm0Dv01lGW","The coronavirus is a black swan for oil and energy markets, says Ned Davis Research",negative,0,negative
"The crash in energy prices has hit Norway, Europe's biggest oil producer, forcing it to prop up its currency for th… https://t.co/QGwT3uy5yp","The crash in energy prices has hit Norway, Europe s biggest oil producer, forcing it to prop up its currency for th",negative,0,negative
The Danger Of Deeper OPEC+ Cuts https://t.co/5LPnGN9n4j,The Danger Of Deeper OPEC+ Cuts,negative,0,positive
"The deepening crisis at debt-ridden Eskom shut down South Africa's key mining industry for 24 hours, hitting gold a… https://t.co/DXHzj6LIkd","The deepening crisis at debt-ridden Eskom shut down South Africa s key mining industry for 24 hours, hitting gold a",negative,0,negative
The resistance levels to watch as oil falls from its highest close in almost 12 weeks https://t.co/bJbf9pxUvs https://t.co/tkFMkH7AOS,The resistance levels to watch as oil falls from its highest close in almost 12 weeks,negative,0,negative
Tullow Oil: diminishing reserves https://t.co/k73wE7kYpL,Tullow Oil diminishing reserves,negative,0,negative
Two Canadian rail terminal owners are unable to take oil deliveries amid the rail strike https://t.co/2o7PekCcKI,Two Canadian rail terminal owners are unable to take oil deliveries amid the rail strike,negative,0,negative
U.S. gasoline futures tumbled to their lowest level since 1999-with some pump prices already below $1-as coronaviru… https://t.co/Tt9W1qMrJj,U.S. gasoline futures tumbled to their lowest level since 1999- with some pump prices already below $1- as coronaviru,negative,0,negative
U.S. LNG producers fear more price drops as they await China buys under Phase 1 deal https://t.co/JFI0VN2QD3 https://t.co/dallBPbDVS,U.S. LNG producers fear more price drops as they await China buys under Phase 1 deal,negative,0,negative
U.S. Oil Inventories Rise More Than Expected #WTI #Stock #MarketScreener https://t.co/lMkNlbjinO https://t.co/wBBq3HdLZO,U.S. Oil Inventories Rise More Than Expected WTI Stock MarketScreener,negative,0,negative
U.S. shale gas investors brace for write-downs amid price plunge https://t.co/r1cBgB4u2P https://t.co/SRyl3mtQ6Y,U.S. shale gas investors brace for write-downs amid price plunge,negative,0,negative
"US Gasoline Crashes To 50c - Lowest Since 2001 - Amid ""Unprecedented"" Demand Collapse  https://t.co/RW5FZIV94i",US Gasoline Crashes To 50c - Lowest Since 2001 - Amid Unprecedented Demand Collapse,negative,0,negative
"WTI crude oil slides 1.5% after surprise build in U.S. inventories
https://t.co/k4nUbMnFw1 https://t.co/7QHRf46m26",WTI crude oil slides 1.5% after surprise build in U.S. inventories,negative,0,negative
WTI Slips From 12-Week Highs After Surprise Crude Inventory Build https://t.co/IQFM0x0KXt,WTI Slips From 12-Week Highs After Surprise Crude Inventory Build,negative,0,negative
$USO $UNG $UGAZ - U.S. rig count falls for seventh straight week https://t.co/LZLLzMVVPX,USO_TICKER UNG_TICKER UGAZ_TICKER - U.S. rig count falls for seventh straight week,positive,2,positive
$USO $UNG $UGAZ - U.S. rig count trimmed by 2 in Baker Hughes survey https://t.co/JE6InmMQqL,USO_TICKER UNG_TICKER UGAZ_TICKER - U.S. rig count trimmed by 2 in Baker Hughes survey,positive,2,positive
$USO $XLE $OIL - OPEC+ confirms deeper oil production cut; crude oil jumps https://t.co/UCQIZjimV9,USO_TICKER XLE_TICKER OIL_TICKER - OPEC+ confirms deeper oil production cut crude oil jumps,positive,2,positive
$UXA:COM $CCJ $URG - Uranium likely to benefit as top miner cuts output https://t.co/knMI5S5aVC,UXA_TICKER COM CCJ_TICKER URG_TICKER - Uranium likely to benefit as top miner cuts output,positive,2,positive
Brent crude climbs after OPEC and its allies confirmed the new production pact https://t.co/hnnEhZkHRy,Brent crude climbs after OPEC and its allies confirmed the new production pact,positive,2,positive
Declining Rig Counts Point To Higher Energy Prices And A Headwind For The U.S. Economy,Declining Rig Counts Point To Higher Energy Prices And A Headwind For The U.S. Economy,positive,2,positive
"Energy stocks might be due for a rebound, but a set of conundrums make the sector's potential a tricky question https://t.co/3QZ7LUB3sj","Energy stocks might be due for a rebound, but a set of conundrums make the sector s potential a tricky question",positive,2,positive
Energy tops sector leaderboard on trade optimism,Energy tops sector leaderboard on trade optimism,positive,2,positive
Energy Up As Exxon Cuts CapEx Spending -- Energy Roundup #economy #MarketScreener https://t.co/pZc2wlKsXZ https://t.co/TX2jWQyK1m,Energy Up As Exxon Cuts CapEx Spending -- Energy Roundup economy MarketScreener,positive,2,positive
Energy Up On Hopes For Thursday OPEC + Deal -- Energy Roundup #economy #MarketScreener https://t.co/nr6XPt6Dgf https://t.co/nONuhHQC85,Energy Up On Hopes For Thursday OPEC + Deal -- Energy Roundup economy MarketScreener,positive,2,positive
"For All the Talk of Coal's Demise, It Still Powers the World","For All the Talk of Coal s Demise, It Still Powers the World",positive,2,positive
Investors hope Thursday's OPEC+ meeting will signal an end to the Saudi-Russian oil-price war https://t.co/2dXum2tlfY,Investors hope Thursday s OPEC+ meeting will signal an end to the Saudi-Russian oil-price war,positive,2,neutral
"Jan. natural gas traded at $2.289/mln Btus, up 4.7 cents, or 2.1%","Jan. natural gas traded at $2.289 mln Btus, up 4.7 cents, or 2.1%",positive,2,positive
"Jan. WTI oil up $1.25, or 2.1%, to $60.43/bbl","Jan. WTI oil up $1.25, or 2.1%, to $60.43 bbl",positive,2,positive
JUST RELEASED: Oil Price Dynamics Report Oil prices rose over the past week owing to decreased supply.… https://t.co/7jbfqZG2tJ,JUST RELEASED Oil Price Dynamics Report Oil prices rose over the past week owing to decreased supply.,positive,2,positive
Liquefied Natural Gas : Magnolia LNG EPC Contract Extended #LiquefiedNaturalGas #Stock #MarketScreener… https://t.co/c5RMB3I1lK,Liquefied Natural Gas Magnolia LNG EPC Contract Extended LiquefiedNaturalGas Stock MarketScreener,positive,2,positive
Natural Gas Price Forecast – Natural Gas Markets Finding Support Again,Natural Gas Price Forecast Natural Gas Markets Finding Support Again,positive,2,positive
"Natural Gas: Production Hits All-Time High, But Prices Supported By Bullish Weather. Continue reading:… https://t.co/cXoctDD13P","Natural Gas Production Hits All-Time High, But Prices Supported By Bullish Weather. Continue reading",positive,2,positive
Oil boosted by renewed hopes for global production cut https://t.co/4tAO1U31nz,Oil boosted by renewed hopes for global production cut,positive,2,positive
Oil gains on fresh hopes for U.S.-China trade talks,Oil gains on fresh hopes for U.S.-China trade talks,positive,2,positive
"Oil Hits 3-Month High, Catching up on U.S.-China News","Oil Hits 3-Month High, Catching up on U.S.-China News",positive,2,positive
"Oil holds above $63 on U.S.-China trade talks optimism - SI

https://t.co/gZPHfoCcSq",Oil holds above $63 on U.S.-China trade talks optimism - SI,positive,2,positive
Oil Jumps After OPEC Agrees To 500Kbpd Production Cut https://t.co/tP6Uw4Fc46,Oil Jumps After OPEC Agrees To 500Kbpd Production Cut,positive,2,positive
Oil Markets Poised To Rise With U.S.-China Trade Deal,Oil Markets Poised To Rise With U.S.-China Trade Deal,positive,2,positive
"Oil nears three-month high as trade hopes, UK election boost sentiment","Oil nears three-month high as trade hopes, UK election boost sentiment",positive,2,positive
Oil prices steady after two-day drop as growth concerns weigh,Oil prices steady after two-day drop as growth concerns weigh,positive,2,negative
Oil resumes gain as investors monitor back-and-forth trade talks https://t.co/r4osnZxz0s,Oil resumes gain as investors monitor back-and-forth trade talks,positive,2,positive
Oil rises 1% on Trump's optimism for a deal with China,Oil rises 1% on Trump s optimism for a deal with China,positive,2,positive
Oil rises a second day in 'relief rally' over China coronavirus,Oil rises a second day in relief rally over China coronavirus,positive,2,positive
Oil rises on likely OPEC+ output cuts amid coronavirus outbreak,Oil rises on likely OPEC+ output cuts amid coronavirus outbreak,positive,2,positive
"Oil Spikes After Russia Says Ready For ""Substantial Output Cut"", But Warns 10MMb/d Cut Not Enough  https://t.co/tcIG2Zilx8","Oil Spikes After Russia Says Ready For Substantial Output Cut , But Warns 10MMb d Cut Not Enough",positive,2,negative
Oil trades at 3-month high https://t.co/6F8tuUZLyb,Oil trades at 3-month high,positive,2,positive
Oil's Biggest Bullish Boost Since 2016 Scores on Trade Armistice,Oil s Biggest Bullish Boost Since 2016 Scores on Trade Armistice,positive,2,positive
OPEC Delivers Bigger Cut With ABS Surprising The Market. Get more info on Seeking Alpha: https://t.co/wi5cTW6c7D… https://t.co/m97WCjZsoA,OPEC Delivers Bigger Cut With ABS Surprising The Market. Get more info on Seeking Alpha,positive,2,positive
Qatar plans to boost LNG production to 126 million T by 2027,Qatar plans to boost LNG production to 126 million T by 2027,positive,2,positive
Rising Crude Inventories Fail To Halt Oil Rally,Rising Crude Inventories Fail To Halt Oil Rally,positive,2,positive
Russia backs OPEC+ oil output cuts,Russia backs OPEC+ oil output cuts,positive,2,positive
Saudi Arabia surprised the oil market by pledging to implement significant additional production cuts beyond what w… https://t.co/sRj7yzfCam,Saudi Arabia surprised the oil market by pledging to implement significant additional production cuts beyond what w,positive,2,positive
"Saudi, Russia win over oil producers to deeper cuts https://t.co/yg3AXpQ4Oj https://t.co/LiiA9I8Lcp","Saudi, Russia win over oil producers to deeper cuts",positive,2,positive
Semis Vs. Energy - A New High. https://t.co/04IZ5D953O #stocks #finance #trading,Semis Vs. Energy - A New High. stocks finance trading,positive,2,positive
Stock Market Update: WTI crude rises on trade deal,Stock Market Update WTI crude rises on trade deal,positive,2,positive
U.S. crude flows to Europe set to rise as virus hits Asia demand,U.S. crude flows to Europe set to rise as virus hits Asia demand,positive,2,positive
U.S. weekly active oil-rig count edges up by 1 to 676: Baker Hughes,U.S. weekly active oil-rig count edges up by 1 to 676 Baker Hughes,positive,2,positive
WTI crude oil up just 1.2% and still below 60.,WTI crude oil up just 1.2% and still below 60.,positive,2,positive
WTI oil futures touch fresh intraday highs on Nymex,WTI oil futures touch fresh intraday highs on Nymex,positive,2,positive
$COMDX: Natural gas inventory showed a draw of 115 bcf vs a 137 bcf draw last week https://t.co/MujjhgPyDZ,COMDX_TICKER Natural gas inventory showed a draw of 115 bcf vs a 137 bcf draw last week,positive,2,positive
$COMDX: Natural gas inventory showed a draw of 201 bcf vs a 92 bcf draw last week https://t.co/CGfYWf1Unq,COMDX_TICKER Natural gas inventory showed a draw of 201 bcf vs a 92 bcf draw last week,positive,2,positive
$USO $UNG $UGAZ - U.S. rig count falls for fifth straight week https://t.co/UwX3Qg6gGZ,USO_TICKER UNG_TICKER UGAZ_TICKER - U.S. rig count falls for fifth straight week,positive,2,positive
A lot of flows over past week been positioning for Energy groups to rally Q1 2020,A lot of flows over past week been positioning for Energy groups to rally Q1 2020,positive,2,positive
Brent +4%,Brent +4%,positive,2,positive
"CapEcon: If Iran Closes The Strait Of Hormuz, Crude Would Jump To $150 https://t.co/wOZBIi3e85","CapEcon If Iran Closes The Strait Of Hormuz, Crude Would Jump To $150",positive,2,positive
China's Need To Import LNG Is Slowing Down. https://t.co/lnpKUyNtQr #stocks #stockmarket #trading,China s Need To Import LNG Is Slowing Down. stocks stockmarket trading,positive,2,positive
Crude heads for weekly advance as coronavirus worries recede https://t.co/ajuzuzXNQt,Crude heads for weekly advance as coronavirus worries recede,positive,2,positive
Crude rose for a second day after the U.S. signalled it was open to the possibility of an alliance with Saudi Arabia https://t.co/H7eECXZNxJ,Crude rose for a second day after the U.S. signalled it was open to the possibility of an alliance with Saudi Arabia,positive,2,positive
Energy Up After OPEC+ Deal Confirmed -- Energy Roundup #economy #MarketScreener https://t.co/mzguCYDUPd https://t.co/HyyDGplTcQ,Energy Up After OPEC+ Deal Confirmed -- Energy Roundup economy MarketScreener,positive,2,positive
Energy Up Ahead Of Exxon Earnings -- Energy Roundup #economy #MarketScreener https://t.co/jVOrgnxqff https://t.co/kdZ4Hep8kI,Energy Up Ahead Of Exxon Earnings -- Energy Roundup economy MarketScreener,positive,2,positive
Energy Up as Commodities Recoup Some Losses -- Energy Roundup #economy #MarketScreener https://t.co/xVXTRdf57N https://t.co/QiHQUaI2IU,Energy Up as Commodities Recoup Some Losses -- Energy Roundup economy MarketScreener,positive,2,positive
Europe's LNG imports expected to soar to 100 mln tonnes in 2020 #economy #MarketScreener https://t.co/qHpLYbUTlB https://t.co/MlQzA7HTc3,Europe s LNG imports expected to soar to 100 mln tonnes in 2020 economy MarketScreener,positive,2,positive
Glencore almost doubles its LNG trade in 2019 on surge in Asian volumes https://t.co/1ignRPuvQe https://t.co/JtvI58joND,Glencore almost doubles its LNG trade in 2019 on surge in Asian volumes,positive,2,positive
Investment in Canada's oil-sands is on track to grow for the first time since prices crashed in 2014 https://t.co/Ws3dGV4VgC,Investment in Canada s oil-sands is on track to grow for the first time since prices crashed in 2014,positive,2,positive
"Natural Gas $UNG with a bounce today seeing 28,000 March $14 calls active early today","Natural Gas UNG_TICKER with a bounce today seeing 28,000 March $14 calls active early today",positive,2,positive
Natural Gas Storage: Expecting A Relatively Bullish Draw. https://t.co/MHGs7yNnWd #markets #stocks #stockmarket,Natural Gas Storage Expecting A Relatively Bullish Draw. markets stocks stockmarket,positive,2,positive
Natural Gas: Long Set Up Ahead But Timing Is Important. Read more: https://t.co/eruGN42l53 #stockmarket #stocks #markets,Natural Gas Long Set Up Ahead But Timing Is Important. Read more stockmarket stocks markets,positive,2,positive
"Oil and gold rise after a U.S. airstrike in Baghdad killed a top Iranian commander
-Asian stocks including Hong Ko… https://t.co/G5FSqO7cRr",Oil and gold rise after a U.S. airstrike in Baghdad killed a top Iranian commander -Asian stocks including Hong Ko,positive,2,positive
Oil lower but trims early loss as report on China trade talks sparks fresh hope https://t.co/t6v2CMBAze,Oil lower but trims early loss as report on China trade talks sparks fresh hope,positive,2,negative
"Oil prices, which had skyrocketed nearly 4%, appear to have stabilized around 3% higher.
https://t.co/QDUbA31bl0","Oil prices, which had skyrocketed nearly 4%, appear to have stabilized around 3% higher.",positive,2,positive
"Oil skyrockets, U.S. stock futures sink after Iranian general killed in Iraq airstrike https://t.co/UMiKkaQ42x","Oil skyrockets, U.S. stock futures sink after Iranian general killed in Iraq airstrike",positive,2,negative
Oil stocks continue to show improvement. https://t.co/lufaW1tdGD,Oil stocks continue to show improvement.,positive,2,positive
The amount of oil needed to run the global economy will decline sharply in the first quarter of this year as the co… https://t.co/6d6BFT0Hwb,The amount of oil needed to run the global economy will decline sharply in the first quarter of this year as the co,positive,2,positive
The First Oil Company Bailout Of 2020 Is Happening In Canada: Select Shares Soar. https://t.co/eW0P8HmTK2 #trading #investing #stockmarket,The First Oil Company Bailout Of 2020 Is Happening In Canada Select Shares Soar. trading investing stockmarket,positive,2,positive
The high in WTI in September following the drone strikes on Saudi oil facilities was 63.40.  Crude oil right now is at 63.38.,The high in WTI in September following the drone strikes on Saudi oil facilities was 63.40. Crude oil right now is at 63.38.,positive,2,positive
